percentile,value
1.00,0
0.99,0.538339557526823
0.90,0.649064460528124
0.80,0.758607537508167
0.70,0.812948376907452
0.60,0.871634283857244
0.50,0.923013895784652
0.40,0.971999720300501
0.30,0.978857599691898
0.20,0.984411686523416
0.10,0.992687176001794
