id,dataSet,dataSetLabel,indicator,periodType,periodFrom,periodTo,countryKey,countryLabel,bzKey,bzShort,bzLong,operatorKey,operatorLabel,tsoEicCode,directionKey,adjacentSystemsKey,adjacentSystemsLabel,year,month,day,unit,value,countPointPresents,flowStatus,pointsNames,lastUpdateDateTime
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-04T00:00:00+00:002020-11-05T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-04 06:00","2020-11-05 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,4,kWh/d,1019181723,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-05 12:44"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-05T00:00:00+00:002020-11-06T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-05 06:00","2020-11-06 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,5,kWh/d,988330882,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-06 12:49"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-05T00:00:00+00:002020-11-06T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-05 06:00","2020-11-06 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,5,kWh/d,563406203,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-06T00:00:00+00:002020-11-07T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-06 06:00","2020-11-07 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,6,kWh/d,547875844,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-06T00:00:00+00:002020-11-07T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-06 06:00","2020-11-07 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,6,kWh/d,1047593511,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-07 12:48"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-07T00:00:00+00:002020-11-08T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-07 06:00","2020-11-08 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,7,kWh/d,1072695959,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-08 12:57"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-07T00:00:00+00:002020-11-08T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-07 06:00","2020-11-08 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,7,kWh/d,576313597,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-08T00:00:00+00:002020-11-09T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-08 06:00","2020-11-09 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,8,kWh/d,1073045426,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-09 12:34"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-08T00:00:00+00:002020-11-09T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-08 06:00","2020-11-09 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,8,kWh/d,561294392,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-09T00:00:00+00:002020-11-10T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-09 06:00","2020-11-10 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,9,kWh/d,593927410,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-09T00:00:00+00:002020-11-10T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-09 06:00","2020-11-10 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,9,kWh/d,1106684287,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-10 12:33"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-10T00:00:00+00:002020-11-11T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-10 06:00","2020-11-11 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,10,kWh/d,552415566,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-10T00:00:00+00:002020-11-11T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-10 06:00","2020-11-11 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,10,kWh/d,1061099928,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-11 12:49"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-11T00:00:00+00:002020-11-12T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-11 06:00","2020-11-12 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,11,kWh/d,1099878494,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-12 12:48"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-11T00:00:00+00:002020-11-12T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-11 06:00","2020-11-12 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,11,kWh/d,596875142,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-12T00:00:00+00:002020-11-13T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-12 06:00","2020-11-13 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,12,kWh/d,651770430,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-12T00:00:00+00:002020-11-13T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-12 06:00","2020-11-13 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,12,kWh/d,1105606478,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-13 12:28"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-13T00:00:00+00:002020-11-14T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-13 06:00","2020-11-14 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,13,kWh/d,1088921518,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-14 12:33"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-13T00:00:00+00:002020-11-14T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-13 06:00","2020-11-14 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,13,kWh/d,636515783,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-14T00:00:00+00:002020-11-15T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-14 06:00","2020-11-15 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,14,kWh/d,623693300,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-14T00:00:00+00:002020-11-15T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-14 06:00","2020-11-15 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,14,kWh/d,1122979891,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-15 12:54"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-15T00:00:00+00:002020-11-16T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-15 06:00","2020-11-16 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,15,kWh/d,1116990274,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-16 12:49"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-15T00:00:00+00:002020-11-16T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-15 06:00","2020-11-16 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,15,kWh/d,654274255,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-16T00:00:00+00:002020-11-17T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-16 06:00","2020-11-17 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,16,kWh/d,636531475,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-16T00:00:00+00:002020-11-17T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-16 06:00","2020-11-17 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,16,kWh/d,1127334436,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-17 14:04"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-17T00:00:00+00:002020-11-18T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-17 06:00","2020-11-18 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,17,kWh/d,1126355119,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-18 13:09"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-17T00:00:00+00:002020-11-18T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-17 06:00","2020-11-18 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,17,kWh/d,640744642,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-18T00:00:00+00:002020-11-19T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-18 06:00","2020-11-19 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,18,kWh/d,1120210799,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-19 12:33"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-18T00:00:00+00:002020-11-19T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-18 06:00","2020-11-19 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,18,kWh/d,542755687,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-19T00:00:00+00:002020-11-20T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-19 06:00","2020-11-20 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,19,kWh/d,1118434607,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-20 12:28"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-19T00:00:00+00:002020-11-20T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-19 06:00","2020-11-20 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,19,kWh/d,534384359,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-20T00:00:00+00:002020-11-21T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-20 06:00","2020-11-21 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,20,kWh/d,536754063,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-20T00:00:00+00:002020-11-21T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-20 06:00","2020-11-21 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,20,kWh/d,1080894135,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-21 12:46"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-21T00:00:00+00:002020-11-22T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-21 06:00","2020-11-22 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,21,kWh/d,1105242187,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-22 14:42"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-21T00:00:00+00:002020-11-22T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-21 06:00","2020-11-22 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,21,kWh/d,631481617,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-22T00:00:00+00:002020-11-23T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-11-22 06:00","2020-11-23 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,22,kWh/d,1069066790,5,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-11-23 12:38"
"1AggregatesCZCZ---------CZ-TSO-0001entryTransmissionDE-GASPOOL-2020-11-22T00:00:00+00:002020-11-23T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-11-22 06:00","2020-11-23 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,TransmissionDE-GASPOOL-,GASPOOL,2020,11,22,kWh/d,649354777,4,Provisionnal,"Brandov STEGAL (CZ) / Stegal (DE)|Deutschneudorf EUGAL Brandov |Hora Svaté Kateřiny (CZ) / Deutschneudorf (Sayda) (DE)|Olbernhau (DE) / Hora Svaté Kateřiny (CZ)|VIP Brandov-GASPOOL","2020-12-17 15:15"
