id,dataSet,dataSetLabel,indicator,periodType,periodFrom,periodTo,countryKey,countryLabel,bzKey,bzShort,bzLong,operatorKey,operatorLabel,tsoEicCode,directionKey,adjacentSystemsKey,adjacentSystemsLabel,year,month,day,unit,value,countPointPresents,flowStatus,pointsNames,lastUpdateDateTime
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-01T00:00:00+00:002020-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-01 06:00","2020-01-02 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,1,kWh/d,242778658,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-02 12:36"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-01T00:00:00+00:002020-01-02T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-01 06:00","2020-01-02 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,1,kWh/d,282961528,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-02 12:21"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-02T00:00:00+00:002020-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-02 06:00","2020-01-03 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,2,kWh/d,278625984,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-03 12:33"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-02T00:00:00+00:002020-01-03T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-02 06:00","2020-01-03 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,2,kWh/d,273842614,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-03 12:17"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-03T00:00:00+00:002020-01-04T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-03 06:00","2020-01-04 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,3,kWh/d,248061999,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-04 12:21"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-03T00:00:00+00:002020-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-03 06:00","2020-01-04 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,3,kWh/d,272873737,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-04 12:21"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-04T00:00:00+00:002020-01-05T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-04 06:00","2020-01-05 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,4,kWh/d,220877668,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-05 12:26"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-04T00:00:00+00:002020-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-04 06:00","2020-01-05 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,4,kWh/d,226654255,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-05 12:26"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-05T00:00:00+00:002020-01-06T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-05 06:00","2020-01-06 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,5,kWh/d,221286764,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-06 12:22"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-05T00:00:00+00:002020-01-06T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-05 06:00","2020-01-06 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,5,kWh/d,237452039,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-06 12:22"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-06T00:00:00+00:002020-01-07T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-06 06:00","2020-01-07 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,6,kWh/d,242651961,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-07 13:07"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-06T00:00:00+00:002020-01-07T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-06 06:00","2020-01-07 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,6,kWh/d,267171288,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-07 13:06"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-07T00:00:00+00:002020-01-08T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-07 06:00","2020-01-08 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,7,kWh/d,270912766,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-08 12:46"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-07T00:00:00+00:002020-01-08T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-07 06:00","2020-01-08 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,7,kWh/d,282376896,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-08 12:46"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-08T00:00:00+00:002020-01-09T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-08 06:00","2020-01-09 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,8,kWh/d,256004484,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-09 12:51"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-08T00:00:00+00:002020-01-09T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-08 06:00","2020-01-09 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,8,kWh/d,272082603,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-09 12:51"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-09T00:00:00+00:002020-01-10T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-09 06:00","2020-01-10 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,9,kWh/d,232913998,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-10 12:27"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-09T00:00:00+00:002020-01-10T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-09 06:00","2020-01-10 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,9,kWh/d,247706542,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-10 12:27"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-10T00:00:00+00:002020-01-11T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-10 06:00","2020-01-11 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,10,kWh/d,211707481,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-11 12:32"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-10T00:00:00+00:002020-01-11T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-10 06:00","2020-01-11 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,10,kWh/d,225932734,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-11 12:32"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-11T00:00:00+00:002020-01-12T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-11 06:00","2020-01-12 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,11,kWh/d,225204177,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-12 12:43"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-11T00:00:00+00:002020-01-12T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-11 06:00","2020-01-12 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,11,kWh/d,209615653,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-12 12:43"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-12T00:00:00+00:002020-01-13T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-12 06:00","2020-01-13 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,12,kWh/d,232182330,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-13 12:27"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-12T00:00:00+00:002020-01-13T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-12 06:00","2020-01-13 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,12,kWh/d,225629226,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-13 12:27"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-13T00:00:00+00:002020-01-14T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-13 06:00","2020-01-14 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,13,kWh/d,244509099,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-14 12:21"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-13T00:00:00+00:002020-01-14T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-13 06:00","2020-01-14 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,13,kWh/d,248628608,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-14 12:22"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-14T00:00:00+00:002020-01-15T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-14 06:00","2020-01-15 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,14,kWh/d,244505445,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-15 12:17"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-14T00:00:00+00:002020-01-15T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-14 06:00","2020-01-15 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,14,kWh/d,261227299,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-15 12:31"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-15T00:00:00+00:002020-01-16T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-15 06:00","2020-01-16 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,15,kWh/d,276329374,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-16 12:26"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-15T00:00:00+00:002020-01-16T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-15 06:00","2020-01-16 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,15,kWh/d,276487052,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-16 12:26"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-16T00:00:00+00:002020-01-17T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-16 06:00","2020-01-17 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,16,kWh/d,273913589,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-17 12:22"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-16T00:00:00+00:002020-01-17T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-16 06:00","2020-01-17 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,16,kWh/d,276150186,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-17 12:22"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-17T00:00:00+00:002020-01-18T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-17 06:00","2020-01-18 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,17,kWh/d,287895639,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-18 12:21"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-17T00:00:00+00:002020-01-18T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-17 06:00","2020-01-18 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,17,kWh/d,287978433,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-18 12:21"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-18T00:00:00+00:002020-01-19T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-18 06:00","2020-01-19 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,18,kWh/d,266890963,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-19 12:18"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-18T00:00:00+00:002020-01-19T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-18 06:00","2020-01-19 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,18,kWh/d,270180713,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-19 12:31"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-19T00:00:00+00:002020-01-20T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-19 06:00","2020-01-20 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,19,kWh/d,267274445,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-20 12:27"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-19T00:00:00+00:002020-01-20T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-19 06:00","2020-01-20 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,19,kWh/d,269388889,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-20 12:27"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-20T00:00:00+00:002020-01-21T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-20 06:00","2020-01-21 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,20,kWh/d,277006287,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-21 12:30"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-20T00:00:00+00:002020-01-21T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-20 06:00","2020-01-21 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,20,kWh/d,271872028,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-21 12:29"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-21T00:00:00+00:002020-01-22T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-21 06:00","2020-01-22 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,21,kWh/d,268911152,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-22 13:01"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-21T00:00:00+00:002020-01-22T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-21 06:00","2020-01-22 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,21,kWh/d,272016088,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-22 13:01"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-22T00:00:00+00:002020-01-23T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-22 06:00","2020-01-23 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,22,kWh/d,290443937,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-23 12:22"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-22T00:00:00+00:002020-01-23T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-22 06:00","2020-01-23 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,22,kWh/d,289730302,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-23 12:22"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-23T00:00:00+00:002020-01-24T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-23 06:00","2020-01-24 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,23,kWh/d,278533532,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-24 12:32"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-23T00:00:00+00:002020-01-24T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-23 06:00","2020-01-24 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,23,kWh/d,276017415,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-24 12:32"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-24T00:00:00+00:002020-01-25T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-24 06:00","2020-01-25 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,24,kWh/d,271963860,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-25 12:22"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-24T00:00:00+00:002020-01-25T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-24 06:00","2020-01-25 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,24,kWh/d,270193066,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-25 12:22"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-25T00:00:00+00:002020-01-26T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-25 06:00","2020-01-26 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,25,kWh/d,284958848,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-26 12:43"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-25T00:00:00+00:002020-01-26T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-25 06:00","2020-01-26 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,25,kWh/d,270729362,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-26 12:43"
"1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-26T00:00:00+00:002020-01-27T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2020-01-26 06:00","2020-01-27 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,26,kWh/d,284430271,2,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-27 12:24"
1AggregatesCZCZ---------CZ-TSO-0001entryStorage2020-01-26T00:00:00+00:002020-01-27T00:00:00+00:00Allocation,1,Aggregates,Allocation,day,"2020-01-26 06:00","2020-01-27 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,entry,Storage,Storage,2020,1,26,kWh/d,274714148,3,Provisionnal,"UGS innogy (innogy Gas Storage)|UGS MND (MNG Gas Storage)|VGS Moravia","2020-01-27 12:24"
