id,dataSet,dataSetLabel,indicator,periodType,periodFrom,periodTo,countryKey,countryLabel,bzKey,bzShort,bzLong,operatorKey,operatorLabel,tsoEicCode,directionKey,adjacentSystemsKey,adjacentSystemsLabel,year,month,day,unit,value,countPointPresents,flowStatus,pointsNames,lastUpdateDateTime
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-01T00:00:00+00:002025-01-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-01 06:00","2025-01-02 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,1,kWh/d,324611155,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-02T00:00:00+00:002025-01-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-02 06:00","2025-01-03 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,2,kWh/d,345259024,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-03T00:00:00+00:002025-01-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-03 06:00","2025-01-04 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,3,kWh/d,350055263,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-04T00:00:00+00:002025-01-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-04 06:00","2025-01-05 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,4,kWh/d,344278977,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-05T00:00:00+00:002025-01-06T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-05 06:00","2025-01-06 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,5,kWh/d,360980462,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-06T00:00:00+00:002025-01-07T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-06 06:00","2025-01-07 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,6,kWh/d,359301232,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-07T00:00:00+00:002025-01-08T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-07 06:00","2025-01-08 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,7,kWh/d,354589206,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-08T00:00:00+00:002025-01-09T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-08 06:00","2025-01-09 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,8,kWh/d,353720816,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-09T00:00:00+00:002025-01-10T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-09 06:00","2025-01-10 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,9,kWh/d,325514028,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-10T00:00:00+00:002025-01-11T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-10 06:00","2025-01-11 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,10,kWh/d,350172308,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-11T00:00:00+00:002025-01-12T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-11 06:00","2025-01-12 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,11,kWh/d,338162014,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-12T00:00:00+00:002025-01-13T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-12 06:00","2025-01-13 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,12,kWh/d,360639584,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-13T00:00:00+00:002025-01-14T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-13 06:00","2025-01-14 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,13,kWh/d,401933361,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-14T00:00:00+00:002025-01-15T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-14 06:00","2025-01-15 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,14,kWh/d,397361922,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-15T00:00:00+00:002025-01-16T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-15 06:00","2025-01-16 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,15,kWh/d,381663173,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-16T00:00:00+00:002025-01-17T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-16 06:00","2025-01-17 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,16,kWh/d,365030149,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-17T00:00:00+00:002025-01-18T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-17 06:00","2025-01-18 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,17,kWh/d,363493327,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-18T00:00:00+00:002025-01-19T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-18 06:00","2025-01-19 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,18,kWh/d,333136114,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-19T00:00:00+00:002025-01-20T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-19 06:00","2025-01-20 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,19,kWh/d,348082329,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-20T00:00:00+00:002025-01-21T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-20 06:00","2025-01-21 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,20,kWh/d,400746709,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-21T00:00:00+00:002025-01-22T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-21 06:00","2025-01-22 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,21,kWh/d,399612997,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-22T00:00:00+00:002025-01-23T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-22 06:00","2025-01-23 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,22,kWh/d,399220668,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-23T00:00:00+00:002025-01-24T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-23 06:00","2025-01-24 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,23,kWh/d,378517939,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-24T00:00:00+00:002025-01-25T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-24 06:00","2025-01-25 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,24,kWh/d,341057888,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-25T00:00:00+00:002025-01-26T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-25 06:00","2025-01-26 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,25,kWh/d,287243660,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-26T00:00:00+00:002025-01-27T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-26 06:00","2025-01-27 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,26,kWh/d,291876741,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-27T00:00:00+00:002025-01-28T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-27 06:00","2025-01-28 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,27,kWh/d,308470315,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-28T00:00:00+00:002025-01-29T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-28 06:00","2025-01-29 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,28,kWh/d,302900784,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-29T00:00:00+00:002025-01-30T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-29 06:00","2025-01-30 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,29,kWh/d,306712509,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-30T00:00:00+00:002025-01-31T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-30 06:00","2025-01-31 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,30,kWh/d,309102389,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-01-31T00:00:00+00:002025-02-01T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-01-31 06:00","2025-02-01 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,1,31,kWh/d,322330289,1,Provisionnal,"Aggregated Distribution (CZ)","2026-02-02 21:07"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-01T00:00:00+00:002025-02-02T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-01 06:00","2025-02-02 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,1,kWh/d,308197301,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-02T00:00:00+00:002025-02-03T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-02 06:00","2025-02-03 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,2,kWh/d,329766791,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-03T00:00:00+00:002025-02-04T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-03 06:00","2025-02-04 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,3,kWh/d,377654929,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-04T00:00:00+00:002025-02-05T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-04 06:00","2025-02-05 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,4,kWh/d,378105914,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-05T00:00:00+00:002025-02-06T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-05 06:00","2025-02-06 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,5,kWh/d,364079653,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-06T00:00:00+00:002025-02-07T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-06 06:00","2025-02-07 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,6,kWh/d,357306079,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-07T00:00:00+00:002025-02-08T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-07 06:00","2025-02-08 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,7,kWh/d,348776777,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-08T00:00:00+00:002025-02-09T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-08 06:00","2025-02-09 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,8,kWh/d,316267620,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-09T00:00:00+00:002025-02-10T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-09 06:00","2025-02-10 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,9,kWh/d,324150137,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-10T00:00:00+00:002025-02-11T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-10 06:00","2025-02-11 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,10,kWh/d,353763907,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-11T00:00:00+00:002025-02-12T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-11 06:00","2025-02-12 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,11,kWh/d,357064838,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-12T00:00:00+00:002025-02-13T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-12 06:00","2025-02-13 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,12,kWh/d,373650628,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-13T00:00:00+00:002025-02-14T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-13 06:00","2025-02-14 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,13,kWh/d,379153563,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-14T00:00:00+00:002025-02-15T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-14 06:00","2025-02-15 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,14,kWh/d,390468739,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-15T00:00:00+00:002025-02-16T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-15 06:00","2025-02-16 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,15,kWh/d,356979668,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-16T00:00:00+00:002025-02-17T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-16 06:00","2025-02-17 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,16,kWh/d,380480516,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-17T00:00:00+00:002025-02-18T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-17 06:00","2025-02-18 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,17,kWh/d,427287269,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-18T00:00:00+00:002025-02-19T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-18 06:00","2025-02-19 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,18,kWh/d,422711733,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-19T00:00:00+00:002025-02-20T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-19 06:00","2025-02-20 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,19,kWh/d,424509220,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-20T00:00:00+00:002025-02-21T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-20 06:00","2025-02-21 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,20,kWh/d,401976644,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-21T00:00:00+00:002025-02-22T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-21 06:00","2025-02-22 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,21,kWh/d,375148030,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-22T00:00:00+00:002025-02-23T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-22 06:00","2025-02-23 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,22,kWh/d,317793636,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-23T00:00:00+00:002025-02-24T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-23 06:00","2025-02-24 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,23,kWh/d,327237622,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-24T00:00:00+00:002025-02-25T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-24 06:00","2025-02-25 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,24,kWh/d,316849226,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-25T00:00:00+00:002025-02-26T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-25 06:00","2025-02-26 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,25,kWh/d,312984963,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
"1AggregatesCZCZ---------CZ-TSO-0001exitDistribution2025-02-26T00:00:00+00:002025-02-27T00:00:00+00:00Physical Flow",1,Aggregates,"Physical Flow",day,"2025-02-26 06:00","2025-02-27 06:00",CZ,Czechia,CZ---------,Czech,"Czech Balancing Zone",CZ-TSO-0001,"NET4GAS, s.r.o.",21X000000001304L,exit,Distribution,Distribution,2025,2,26,kWh/d,299821672,1,Provisionnal,"Aggregated Distribution (CZ)","2025-03-13 10:55"
